SampleName="Teflon" SampleThickness=0.000926 SampleArea=0.00229022104446696, TimeOfStart=2023-06-06T15:35:45.3310266+02:00
Time	Voltage	Current	Conductivity
47.0007291	500	3.57424889705884E-13	2.89033627271277E-16
48.0005399	500	3.59165209471764E-13	2.90440946540391E-16
49.0011505	500	2.62613130755064E-13	2.12363570465564E-16
50.0007136	500	3.31709622641513E-13	2.68238833372114E-16
51.0009832	500	2.96897199211046E-13	2.40087573322789E-16
52.0011539	500	3.1299774566474E-13	2.53107369863512E-16
53.0003425	500	3.00286132404182E-13	2.42828053019652E-16
54.0011571	500	2.54571942446046E-13	2.05861018764592E-16
55.0012637	500	2.92163863247862E-13	2.36259934840035E-16
56.0016056	500	2.86674886164623E-13	2.31821242957992E-16
57.0018571	500	2.70323501742159E-13	2.18598604897109E-16
58.0003701	500	2.99589646643107E-13	2.42264835930792E-16
59.0018224	500	2.81029703703701E-13	2.27256234727504E-16
60.0008784	500	3.20469699248117E-13	2.59149606733986E-16
61.0006746	500	2.84971417475728E-13	2.30443723517476E-16
62.0015353	500	2.98266621359222E-13	2.41194964168119E-16
63.0006667	500	2.36526214285716E-13	1.91268240205652E-16
64.0002783	500	2.54860487804879E-13	2.06094352575689E-16
65.0014473	500	2.54113609576428E-13	2.0549038533749E-16
66.0012903	500	2.6542125475285E-13	2.1463437557255E-16
67.0006477	500	2.34418285714285E-13	1.89563652029012E-16
68.0003283	500	2.4069879562044E-13	1.94642421335713E-16
69.0017709	500	2.85149009345799E-13	2.30587334172074E-16
70.0000171	500	2.06645046382186E-13	1.67104667396366E-16
71.0005323	500	2.26323715341959E-13	1.83017932625304E-16
72.0009717	500	2.11041700554529E-13	1.70660046274248E-16
73.0005128	500	2.37791855123673E-13	1.92291707716598E-16
74.0013078	500	2.67955217391304E-13	2.16683478569727E-16
75.0011088	500	2.44372103321031E-13	1.97612862061481E-16
76.0016320	500	2.371816890595E-13	1.91798293531282E-16
77.0011184	500	2.54456647727277E-13	2.05767785048276E-16
78.0006310	500	2.47088766355139E-13	1.99809706750915E-16
79.0007962	500	2.28178208092487E-13	1.84517578514192E-16
80.0005742	500	2.31792562620423E-13	1.87440346428629E-16
81.0008161	500	2.10176081871345E-13	1.69960058906159E-16
82.0016827	500	2.65574500000001E-13	2.14758298194958E-16
83.0011393	500	2.51930780952379E-13	2.03725228816243E-16
84.0012621	500	2.02551141199226E-13	1.63794108174513E-16
85.0014018	500	1.76831313320827E-13	1.42995626147691E-16
86.0007439	500	2.09713247706424E-13	1.69585785481546E-16
87.0003750	500	2.30057012987014E-13	1.86036884553698E-16
88.0007630	500	2.14042771739131E-13	1.73086879198219E-16
89.0010566	500	2.17351131059248E-13	1.75762202384013E-16
90.0011470	500	2.08883333333334E-13	1.68914670602624E-16
91.0000110	500	2.16008314814817E-13	1.74676326550894E-16
92.0008376	500	2.20534562737646E-13	1.7833650213671E-16
93.0014630	500	1.95168180147061E-13	1.5782383560993E-16
94.0000885	500	2.26128490566036E-13	1.82860063023205E-16
95.0012112	500	2.42030674157303E-13	1.95719452330703E-16
96.0004834	500	1.91589508506615E-13	1.54929922861151E-16
97.0003154	500	2.25783461538464E-13	1.82581053378871E-16
98.0012867	500	2.0791607879925E-13	1.68132494837778E-16
99.0011774	500	1.73219139579349E-13	1.40074621738366E-16
100.0005627	500	2.11594634146341E-13	1.71107179102107E-16
101.0004024	500	2.09322504537204E-13	1.69269808842023E-16
102.0019219	500	2.12135380228136E-13	1.71544456432129E-16
103.0006685	500	2.07128806509948E-13	1.6749586271735E-16
104.0009817	500	1.84180421455939E-13	1.48938523362399E-16
105.0005761	500	1.76052003676472E-13	1.42365433064437E-16
106.0007520	500	1.9785186440678E-13	1.59994011829823E-16
107.0010103	500	2.26539185185183E-13	1.83192173513805E-16
108.0014303	500	2.03604155339809E-13	1.6464563392268E-16
109.0011404	500	2.12314203454893E-13	1.71689062830169E-16
110.0004071	500	1.82134545454543E-13	1.47284114342038E-16
111.0018586	500	2.17674317343171E-13	1.76023548772071E-16
112.0011780	500	2.16884879852124E-13	1.75385165749195E-16
113.0019962	500	1.63402967244702E-13	1.32136719321615E-16
114.0001985	500	1.89983750000001E-13	1.53631417303605E-16
115.0014028	500	1.83485955882351E-13	1.48376939909398E-16
116.0009195	500	1.7272494117647E-13	1.39674985448086E-16
117.0000278	500	1.30578704761905E-13	1.05593196693087E-16
118.0003100	500	1.76143690685413E-13	1.42439576274748E-16
119.0013247	500	2.20422760511884E-13	1.78246092644312E-16
120.0000482	500	1.91666994328924E-13	1.54992582202817E-16
121.0014390	500	1.71535206286835E-13	1.3871289970491E-16
122.0017972	500	2.1774013916501E-13	1.76076775954809E-16
123.0011329	500	1.25185992063492E-13	1.01232349541853E-16
124.0009153	500	1.64533135755257E-13	1.33050636380672E-16
125.0005166	500	2.0053214559387E-13	1.62161436136085E-16
126.0012262	500	1.87026046511627E-13	1.51239653908669E-16
127.0005715	500	1.70866666666666E-13	1.38172281418502E-16
128.0010385	500	2.35602E-13	1.90520869177305E-16
129.0012270	500	2.24304349514563E-13	1.81384961204763E-16
130.0010287	500	1.68474719535786E-13	1.36238020052294E-16
131.0015707	500	1.83738085106381E-13	1.48580825610314E-16
132.0006475	500	1.55416891891892E-13	1.2567873501956E-16
133.0000127	500	1.59798740458015E-13	1.29222141261533E-16
134.0007556	500	1.86610174757283E-13	1.50903356898864E-16
135.0019427	500	1.76808602540836E-13	1.42977260948993E-16
136.0008825	500	1.85357167968751E-13	1.49890105982335E-16
137.0016790	500	1.9514419230769E-13	1.57804437710054E-16
138.0004861	500	1.85830729366604E-13	1.5027305404359E-16
139.0017046	500	1.52577346153847E-13	1.23382520547353E-16
140.0001807	500	1.59625590551182E-13	1.2908212262524E-16
141.0001390	500	1.77582254901961E-13	1.43602879238662E-16
142.0009671	500	1.43999903288199E-13	1.16446323613193E-16
143.0009649	500	1.84833205374279E-13	1.49466400712791E-16
144.0016243	500	1.8987065259117E-13	1.53539960454206E-16
145.0016555	500	2.15961739961756E-13	1.74638663536629E-16
146.0018063	500	2.01941218074656E-13	1.63300890443659E-16
147.0008330	500	1.93105963636363E-13	1.56156212745736E-16
148.0010140	500	1.77194726277371E-13	1.43289502058553E-16
149.0014251	500	1.47889475524475E-13	1.19591647859945E-16
150.0011328	500	2.048972605364E-13	1.65691310640163E-16
151.0008426	500	1.78570179533212E-13	1.44401769992678E-16
152.0005743	500	1.28153358070502E-13	1.03631926586287E-16
153.0005914	500	1.51234649805447E-13	1.22296741668827E-16
154.0013269	500	1.857203250478E-13	1.50183774976437E-16
155.0014890	500	1.76199943609024E-13	1.42485065514653E-16
156.0014200	500	1.0838591160221E-13	8.76468709307541E-17
157.0019922	500	1.57499941747574E-13	1.2736320488418E-16
158.0018118	500	1.72212291262135E-13	1.39260428240325E-16
159.0004126	500	1.36072263056093E-13	1.10035593196873E-16
160.0000246	500	1.55619960861058E-13	1.25842947872204E-16
161.0000988	500	1.6409588118812E-13	1.32697048040239E-16
162.0000824	500	2.1492705882353E-13	1.73801962872899E-16
163.0008134	500	1.88154549019608E-13	1.52152223745467E-16
164.0000039	500	1.88308356164385E-13	1.52276600749519E-16
165.0005279	500	1.74345279383428E-13	1.40985280961498E-16
166.0009580	500	1.74283726235741E-13	1.40935505665881E-16
167.0015098	500	1.23368113207547E-13	9.97623116826934E-17
168.0012051	500	1.08154337811899E-13	8.74596074957722E-17
169.0014977	500	1.27676560636183E-13	1.03246361686125E-16
170.0000330	500	1.71868428030303E-13	1.38982361323208E-16
171.0010024	500	1.36985530303031E-13	1.10774111841358E-16
172.0005874	500	1.78941307692307E-13	1.44701884845043E-16
173.0004504	500	1.38105478927201E-13	1.11679764532382E-16
174.0017782	500	1.70174462151393E-13	1.37612526382899E-16
175.0011158	500	1.78539622266401E-13	1.44377059688722E-16
176.0002928	500	1.08765714285714E-13	8.79540004855842E-17
177.0007971	500	1.39409233511586E-13	1.12734052936602E-16
178.0003084	500	1.46185278810407E-13	1.18213539697819E-16
179.0014117	500	1.40000876897133E-13	1.13212488654709E-16
180.0019262	500	1.21078265306124E-13	9.79106134268938E-17
181.0002078	500	1.68940961538463E-13	1.36615049243884E-16
182.0012069	500	1.3872094736842E-13	1.1217746651442E-16
183.0012574	500	1.18373436363636E-13	9.57233384415427E-17
184.0008467	500	1.169059566787E-13	9.45366528231094E-17
185.0004855	500	1.68653262411347E-13	1.36382399742777E-16
186.0013364	500	1.74555972222222E-13	1.41155658898767E-16
187.0012640	500	1.52054045368622E-13	1.22959350453541E-16
188.0004016	500	1.48561024734982E-13	1.20134699868337E-16
189.0009876	500	1.80127338003502E-13	1.45660974860236E-16
190.0003048	500	1.04577857142857E-13	8.45674664882181E-17
191.0016649	500	1.38677813084111E-13	1.12142585735234E-16
192.0011445	500	4.48171794871796E-14	3.62416617429934E-17
193.0015072	500	1.3933844621514E-13	1.12676810395173E-16
194.0008255	500	1.65270278330022E-13	1.33646730828307E-16
195.0014552	500	2.2758428853755E-13	1.84037302159034E-16
196.0003377	500	1.43819669260702E-13	1.1630057636328E-16
197.0012561	500	1.37370628571429E-13	1.11085523700399E-16
198.0015483	500	9.00904954128447E-14	7.28521807568236E-17
199.0001692	500	1.11207380530974E-13	8.99284674904815E-17
200.0012867	500	1.11119363295881E-13	8.98572918632265E-17
201.0018862	0.905797101449275	9.44300000000008E-14	4.21514626080424E-14
202.0011522	0	-2.6357013864818E-13	
203.0000642	0	-2.0573E-12	
204.0002261	0	-9.908022300885E-13	
205.0001781	0	-7.17404612546132E-13	
206.0001004	0	-7.24041108949407E-13	
207.0010145	0	-6.87171589147289E-13	
208.0002879	0	-6.12070232974915E-13	
209.0009208	0	-5.64802194656487E-13	
210.0003510	0	-5.56687172675519E-13	
211.0006010	0	-4.8401869481766E-13	
212.0015108	0	-4.40142699619769E-13	
213.0000871	0	-4.40804961240313E-13	
214.0015778	0	-4.25617452107282E-13	
215.0006742	0	-3.84758958333336E-13	
216.0010024	0	-3.69555841392645E-13	
217.0010090	0	-3.42373333333339E-13	
218.0006683	0	-3.77032161687164E-13	
219.0002011	0	-3.02695843478265E-13	
220.0015518	0	-3.43967999999998E-13	
221.0002851	0	-3.13120465116278E-13	
222.0014879	0	-2.7005569620253E-13	
223.0004367	0	-2.81791734317346E-13	
224.0000278	0	-2.46512406417115E-13	
225.0007412	0	-2.75179178571428E-13	
226.0014439	0	-2.43571241007193E-13	
227.0008183	0	-2.67627605633804E-13	
228.0002308	0	-2.21750702702702E-13	
229.0014488	0	-2.71981204819279E-13	
230.0001172	0	-2.6275901724138E-13	
231.0010112	0	-2.28961717171717E-13	
232.0015054	0	-2.31928154657295E-13	
233.0000638	0	-2.14127660311957E-13	
234.0009983	0	-1.93411571906354E-13	
235.0008900	0	-1.7003556521739E-13	
236.0013845	0	-1.78406127167631E-13	
237.0019342	0	-1.7425441860465E-13	
238.0017718	0	-1.74486156862744E-13	
239.0004908	0	-1.79807262135922E-13	
240.0009304	0	-1.54940864661652E-13	
241.0014213	0	-1.74972563106795E-13	
242.0001517	0	-1.73709646365422E-13	
243.0002120	0	-1.91778984375001E-13	
244.0016180	0	-1.78714523809524E-13	
245.0000148	0	-1.54200717131474E-13	
246.0006031	0	-1.84188571428573E-13	
247.0006150	0	-1.64610194174756E-13	
248.0019381	0	-1.16699724950884E-13	
249.0005167	0	-1.48953663366337E-13	
250.0004695	0	-1.29508300395257E-13	
251.0008554	0	-1.20380275590552E-13	
252.0011575	0	-1.4598433070866E-13	
253.0005380	0	-9.62729681274904E-14	
254.0017889	0	-1.33192407045011E-13	
255.0000413	0	-1.41773678160922E-13	
256.0007112	0	-1.29808804713804E-13	
257.0005775	0	-1.45708475177304E-13	
258.0007537	0	-1.32986018348623E-13	
259.0001300	0	-1.09930137524557E-13	
260.0008736	0	-9.30796062992132E-14	
261.0013741	0	-1.33194470588235E-13	
262.0003405	0	-1.07126862745097E-13	
263.0012002	0	-1.35007297297296E-13	
264.0005047	0	-1.12075680473372E-13	
265.0008004	0	-1.054283625731E-13	
266.0002079	0	-9.42582121807462E-14	
267.0003235	0	-9.26792815533979E-14	
268.0017537	0	-6.42544181459568E-14	
269.0001471	0	-1.15169023437499E-13	
270.0007163	0	-8.3030493096646E-14	
271.0011826	0	-3.80631746031747E-14	
272.0000083	0	-7.22599405940588E-14	
273.0013184	0	-4.12914285714281E-14	
274.0017147	0	-8.34505928853755E-14	
275.0007641	0	-7.13192884615381E-14	
276.0000644	0	-8.64346679687509E-14	
277.0009737	0	-1.15310821917808E-13	
278.0013727	0	-7.80598235294121E-14	
279.0013175	0	-1.18780529411765E-13	
280.0014353	0	-1.29681984732824E-13	
281.0017580	0	-1.37792027559054E-13	
282.0001627	0	-8.03497233201571E-14	
283.0014613	0	-6.58092079207922E-14	
284.0012077	0	-9.12157707509882E-14	
285.0010507	0	-8.20836666666671E-14	
286.0014122	0	-7.43125736738697E-14	
287.0017125	0	-2.3051117647059E-14	
288.0000439	0	-1.13426988188975E-13	
289.0003687	0	-8.93402495201543E-14	
290.0017496	0	-6.65899610136439E-14	
291.0010185	0	-4.07706692913385E-14	
292.0006775	0	-3.38124657534247E-14	
293.0019330	0	-8.10467387033402E-14	
294.0013038	0	-9.47565680473376E-14	
295.0006175	0	-9.8491705882352E-14	
296.0016584	0	-7.99653191489352E-14	
297.0002361	0	-5.86727952755909E-14	
298.0005611	0	-9.39697435897427E-14	
299.0005919	0	-1.19632391304349E-13	
300.0009169	0	-8.25486640471516E-14	
301.0012420	0	-8.28336220472436E-14	
302.0015921	0	-5.86824110671934E-14	
303.0019565	0	-9.51113492063499E-14	
304.0003000	0	-8.23930314960637E-14	
305.0016339	0	-6.49114201183429E-14	
306.0009787	0	-5.70579487179483E-14	
307.0012770	0	-5.26696673189828E-14	
308.0016662	0	-4.86710079051382E-14	
309.0012470	0	-8.4132996108949E-14	
310.0017763	0	-8.1153453510437E-14	
311.0014155	0	-5.80909845559845E-14	
312.0018264	0	-7.81009823182713E-14	
313.0018625	0	1.29416829745594E-15	
314.0006275	0	-6.66907874015747E-14	
315.0005190	0	-5.25409411764705E-14	
316.0008828	0	-7.19406496062993E-14	
317.0002423	0	-3.7935559921414E-14	
318.0011986	0	-8.52811242603546E-14	
319.0001858	0	-8.62856150793657E-14	
320.0010432	0	-7.76514893617026E-14	
321.0009374	0	-4.16898531810767E-14	
322.0008812	0	-2.51819230769233E-14	
323.0008288	0	-2.62942487883682E-14	
324.0002188	0	-5.55772639999999E-14	
325.0008040	0	-8.18133707865166E-14	
326.0009396	0	-6.61562333333329E-14	
327.0014437	0	3.60481094527363E-14	
328.0006129	0	-5.85487985865726E-14	
329.0003586	0	-8.05869064748211E-14	
330.0009697	0	-5.93500374531838E-14	
331.0005671	0	-2.98800000000001E-14	
332.0008735	0	-6.08280192307694E-14	
333.0016856	0	-5.11566144814093E-14	
334.0008091	0	-2.49052830188678E-14	
335.0007828	0	-6.78241257367388E-14	
336.0011388	0	-3.8226620825147E-14	
337.0004910	0	-4.16973214285714E-14	
338.0007593	0	-7.99868326693233E-14	
339.0009706	0	-8.82563705103965E-14	
340.0010488	0	-4.27411785714284E-14	
341.0014510	0	-5.71875767918092E-14	
342.0009255	0	-2.0683212435233E-14	
343.0016245	0	-2.32945607476636E-14	
344.0016369	0	-1.95469465648853E-14	
345.0016197	0	-2.56814953271028E-14	
346.0015398	0	-3.8779564393939E-14	
347.0018291	0	-2.18623379174854E-14	
348.0016407	0	2.404076923077E-15	
349.0007268	0	-4.8162116504854E-14	
350.0005328	0	-2.63590978886756E-14	
351.0001826	0	-2.02623396226414E-14	
352.0017043	0	-8.37231401869167E-14	
353.0014859	0	-7.01205628517815E-14	
354.0005483	0	-3.80515517241378E-14	
355.0006219	0	-6.6184796905222E-14	
356.0004275	0	-4.92554702495199E-14	
357.0012016	0	-9.05047961165042E-14	
358.0003611	0	-4.50139163498102E-14	
359.0001983	0	-2.53600967117986E-14	
360.0003434	0	-5.47240503875962E-14	
361.0013548	0	-6.03773420074355E-14	
362.0011299	0	-4.56658208955218E-14	
363.0015270	0	-4.90721874999997E-14	
364.0003085	0	-5.13370565302142E-14	
365.0012462	0	-2.04774666666668E-14	
366.0001107	0	-2.93474999999999E-15	
367.0007189	0	-2.16887523992321E-14	
368.0010620	0	-5.81400581395349E-14	
369.0005088	0	-8.01531106870224E-14	
370.0012550	0	-3.46898911070783E-14	
371.0004191	0	-1.95613721804511E-14	
372.0006948	0	3.11159428571429E-14	
373.0011311	0	-3.61571047619048E-14	
374.0007960	0	-7.89632830188674E-14	
375.0017120	0	-5.86922709923662E-14	
376.0008840	0	-7.53180890538025E-14	
377.0016681	0	5.59646387832693E-15	
378.0010993	0	-4.54432954545454E-14	
379.0013811	0	-3.01376967370442E-14	
380.0010227	0	-7.90917714285712E-14	
381.0018956	0	-5.54856730769227E-14	
382.0013557	0	-6.58665909090909E-14	
383.0017508	0	-2.96560190476191E-14	
384.0013660	0	-3.54534215500944E-14	
385.0005428	0	-2.50106250000001E-14	
386.0012391	0	-3.94947876447872E-14	
387.0017917	0	-2.31321651376147E-14	
388.0008915	0	-5.52355083179297E-14	
389.0017652	0	-1.17303731343285E-14	
390.0011809	0	5.8071509433962E-15	
